order_id,customer_name,country,city,product_name,category_name,product_price,quantity,order_date
ORD10038,Gabriela Rodriguez,Germany,Hamburg,Tennis Racket,Sports,3500,3,2025-05-08
ORD10038,Gabriela Rodriguez,Germany,Hamburg,Chair,Furniture,2500,4,2025-05-08
ORD10039,Tammy Phillips,UK,London,Chair,Furniture,2500,3,2026-01-14
ORD10039,Tammy Phillips,UK,London,Jacket,Clothing,3500,1,2026-01-14
ORD10040,Ashley Edwards,USA,Chicago,Cricket Bat,Sports,2200,4,2025-03-06
ORD10040,Ashley Edwards,USA,Chicago,Football,Sports,900,4,2025-03-06
ORD10041,James Murray,Canada,Montreal,Tennis Racket,Sports,3500,1,2025-01-30
ORD10042,Shaun Taylor,India,Mumbai,Football,Sports,900,1,2025-04-21
ORD10043,Timothy Ward,UK,London,Jeans,Clothing,1800,5,2024-07-20
ORD10043,Timothy Ward,UK,London,T-Shirt,Clothing,800,1,2024-07-20
ORD10044,Eric Smith,UK,London,Table,Furniture,6000,2,2024-10-13
ORD10044,Eric Smith,UK,London,Chair,Furniture,2500,3,2024-10-13
ORD10044,Eric Smith,UK,London,T-Shirt,Clothing,800,4,2024-10-13
ORD10045,Angela Kramer,UK,Manchester,Python Book,Books,900,3,2026-02-19
ORD10046,Ashley Davis,Canada,Vancouver,Table,Furniture,6000,1,2024-06-27
ORD10047,William Davis,Germany,Frankfurt,Sofa,Furniture,25000,2,2024-07-01
ORD10047,William Davis,Germany,Frankfurt,Jeans,Clothing,1800,2,2024-07-01
ORD10047,William Davis,Germany,Frankfurt,Jeans,Clothing,1800,2,2024-07-01
ORD10048,Stacy Howard,Canada,Montreal,Jacket,Clothing,3500,5,2026-05-31
ORD10049,Kevin Walker,Canada,Vancouver,Chair,Furniture,2500,3,2025-02-07
ORD10050,Austin Lester,India,Mumbai,AI Handbook,Books,1200,3,2025-11-26
ORD10050,Austin Lester,India,Mumbai,Python Book,Books,900,5,2025-11-26
ORD10051,James Benton,USA,Austin,T-Shirt,Clothing,800,5,2024-10-20
ORD10052,Tracy Arias,India,Ahmedabad,Football,Sports,900,5,2025-10-17
ORD10053,Rodney Cunningham,USA,New York,Laptop,Electronics,50000,5,2025-05-29
ORD10054,William Chen,India,Delhi,Laptop,Electronics,50000,1,2024-09-07
ORD10054,William Chen,India,Delhi,Jacket,Clothing,3500,1,2024-09-07
ORD10054,William Chen,India,Delhi,Jacket,Clothing,3500,4,2024-09-07
ORD10055,Brent Shaffer,India,Surat,Keyboard,Electronics,1500,3,2026-03-29
ORD10055,Brent Shaffer,India,Surat,Table,Furniture,6000,1,2026-03-29
ORD10056,Justin Knapp,Germany,Munich,Mouse,Electronics,700,3,2025-07-05
ORD10056,Justin Knapp,Germany,Munich,Table,Furniture,6000,2,2025-07-05
ORD10056,Justin Knapp,Germany,Munich,Jeans,Clothing,1800,4,2025-07-05
ORD10057,Nathan Fuller,UK,London,Python Book,Books,900,5,2026-04-12
ORD10057,Nathan Fuller,UK,London,SQL Book,Books,750,1,2026-04-12
ORD10058,Patrick Simmons,Canada,Toronto,AI Handbook,Books,1200,5,2025-03-15
ORD10058,Patrick Simmons,Canada,Toronto,T-Shirt,Clothing,800,2,2025-03-15
ORD10059,Marcus Hanson,UK,Leeds,Table,Furniture,6000,3,2025-12-30
ORD10059,Marcus Hanson,UK,Leeds,Tennis Racket,Sports,3500,5,2025-12-30
ORD10059,Marcus Hanson,UK,Leeds,Tennis Racket,Sports,3500,4,2025-12-30
ORD10060,Elizabeth Cox,India,Surat,SQL Book,Books,750,4,2025-03-14
ORD10061,Joshua Hunt,USA,Chicago,AI Handbook,Books,1200,2,2024-07-01
ORD10061,Joshua Hunt,USA,Chicago,Python Book,Books,900,5,2024-07-01
ORD10061,Joshua Hunt,USA,Chicago,SQL Book,Books,750,2,2024-07-01
ORD10062,Mark Bright,USA,Chicago,AI Handbook,Books,1200,2,2025-05-21
ORD10062,Mark Bright,USA,Chicago,Keyboard,Electronics,1500,1,2025-05-21
ORD10063,Alexis Bright,USA,New York,AI Handbook,Books,1200,4,2025-10-17
ORD10063,Alexis Bright,USA,New York,AI Handbook,Books,1200,1,2025-10-17
ORD10064,Brenda Webb,USA,New York,Laptop,Electronics,50000,1,2025-09-02
ORD10065,Jillian Watts,Germany,Hamburg,Jacket,Clothing,3500,1,2024-07-21
ORD10066,Kristen Nelson,USA,New York,Laptop,Electronics,50000,3,2025-11-14
ORD10066,Kristen Nelson,USA,New York,T-Shirt,Clothing,800,1,2025-11-14
ORD10067,Thomas Stephens,USA,Boston,Laptop,Electronics,50000,1,2025-03-09
ORD10067,Thomas Stephens,USA,Boston,Jacket,Clothing,3500,1,2025-03-09
ORD10068,Michael Hall,Canada,Vancouver,Mouse,Electronics,700,2,2024-07-01
ORD10069,Amber Booth,Germany,Berlin,Keyboard,Electronics,1500,1,2025-03-06
ORD10070,Jeffrey Martin,UK,Leeds,Keyboard,Electronics,1500,2,2025-09-05
ORD10070,Jeffrey Martin,UK,Leeds,Python Book,Books,900,1,2025-09-05
ORD10070,Jeffrey Martin,UK,Leeds,SQL Book,Books,750,1,2025-09-05
ORD10071,Stephanie Sloan,UK,Leeds,T-Shirt,Clothing,800,2,2025-01-29
ORD10071,Stephanie Sloan,UK,Leeds,Laptop,Electronics,50000,4,2025-01-29
ORD10072,Michelle Miles,USA,Boston,Python Book,Books,900,3,2025-12-14
ORD10072,Michelle Miles,USA,Boston,Mouse,Electronics,700,4,2025-12-14
ORD10072,Michelle Miles,USA,Boston,Mouse,Electronics,700,4,2025-12-14
ORD10073,Robert Bishop,India,Surat,Football,Sports,900,5,2025-11-22
ORD10074,Robert Swanson,UK,Leeds,Jacket,Clothing,3500,5,2025-03-24
ORD10074,Robert Swanson,UK,Leeds,Cricket Bat,Sports,2200,1,2025-03-24
ORD10075,Jacqueline Farmer,Canada,Toronto,Cricket Bat,Sports,2200,1,2026-03-02
ORD10075,Jacqueline Farmer,Canada,Toronto,Monitor,Electronics,12000,3,2026-03-02
ORD10075,Jacqueline Farmer,Canada,Toronto,Cricket Bat,Sports,2200,3,2026-03-02
ORD10076,William Martin,USA,Chicago,Keyboard,Electronics,1500,4,2024-10-06
ORD10076,William Martin,USA,Chicago,Football,Sports,900,5,2024-10-06
ORD10076,William Martin,USA,Chicago,Table,Furniture,6000,2,2024-10-06
ORD10077,Robert Jones,Germany,Berlin,T-Shirt,Clothing,800,2,2024-11-14
ORD10077,Robert Jones,Germany,Berlin,Table,Furniture,6000,4,2024-11-14
ORD10078,Tara Turner,Germany,Frankfurt,T-Shirt,Clothing,800,3,2024-12-19
ORD10079,Thomas Fisher,Germany,Munich,Laptop,Electronics,50000,1,2026-05-21
ORD10080,Amy Clark,India,Pune,AI Handbook,Books,1200,4,2025-01-25
ORD10081,Robert Wilson,Canada,Vancouver,Monitor,Electronics,12000,4,2025-03-26
ORD10081,Robert Wilson,Canada,Vancouver,Python Book,Books,900,1,2025-03-26
ORD10082,John Harris,Canada,Vancouver,Mouse,Electronics,700,3,2026-04-13
ORD10082,John Harris,Canada,Vancouver,Table,Furniture,6000,4,2026-04-13
ORD10082,John Harris,Canada,Vancouver,Monitor,Electronics,12000,1,2026-04-13
ORD10083,Colton Mitchell,Canada,Montreal,AI Handbook,Books,1200,1,2024-07-21
ORD10083,Colton Mitchell,Canada,Montreal,Jacket,Clothing,3500,3,2024-07-21
ORD10083,Colton Mitchell,Canada,Montreal,AI Handbook,Books,1200,5,2024-07-21
ORD10084,Julie Hernandez,UK,Manchester,Python Book,Books,900,2,2026-04-14
ORD10085,Eduardo Smith,Germany,Frankfurt,AI Handbook,Books,1200,4,2025-08-03
ORD10086,Paul Hodge,India,Mumbai,Python Book,Books,900,2,2024-07-02
ORD10086,Paul Hodge,India,Mumbai,Python Book,Books,900,4,2024-07-02
ORD10086,Paul Hodge,India,Mumbai,Cricket Bat,Sports,2200,5,2024-07-02
ORD10087,Brian Davis,Canada,Toronto,Cricket Bat,Sports,2200,2,2026-01-13
ORD10087,Brian Davis,Canada,Toronto,T-Shirt,Clothing,800,3,2026-01-13
ORD10087,Brian Davis,Canada,Toronto,Table,Furniture,6000,2,2026-01-13
ORD10088,Kelly Russell,Germany,Berlin,Monitor,Electronics,12000,2,2024-09-29
ORD10089,Dawn Taylor,India,Surat,Football,Sports,900,2,2025-07-26
ORD10090,Mr. Tanner Johnson PhD,Canada,Calgary,AI Handbook,Books,1200,5,2026-04-08
ORD10090,Mr. Tanner Johnson PhD,Canada,Calgary,AI Handbook,Books,1200,3,2026-04-08
ORD10090,Mr. Tanner Johnson PhD,Canada,Calgary,Cricket Bat,Sports,2200,5,2026-04-08
ORD10091,Albert Anderson,USA,Chicago,Python Book,Books,900,3,2026-05-15
ORD10091,Albert Anderson,USA,Chicago,Monitor,Electronics,12000,5,2026-05-15
ORD10091,Albert Anderson,USA,Chicago,Chair,Furniture,2500,2,2026-05-15
ORD10092,Veronica Morales,India,Pune,Chair,Furniture,2500,5,2026-04-23
ORD10092,Veronica Morales,India,Pune,Football,Sports,900,4,2026-04-23
ORD10092,Veronica Morales,India,Pune,AI Handbook,Books,1200,5,2026-04-23
ORD10093,Brendan Walker,India,Mumbai,Table,Furniture,6000,2,2025-07-12
ORD10093,Brendan Walker,India,Mumbai,Sofa,Furniture,25000,5,2025-07-12
ORD10093,Brendan Walker,India,Mumbai,Sofa,Furniture,25000,3,2025-07-12
ORD10094,Jeremy Frye,Canada,Montreal,Laptop,Electronics,50000,4,2026-04-04
ORD10094,Jeremy Frye,Canada,Montreal,AI Handbook,Books,1200,4,2026-04-04
ORD10094,Jeremy Frye,Canada,Montreal,Keyboard,Electronics,1500,4,2026-04-04
ORD10095,Robert Murphy,UK,London,Sofa,Furniture,25000,3,2024-11-08
ORD10095,Robert Murphy,UK,London,T-Shirt,Clothing,800,2,2024-11-08
ORD10096,Destiny Morales,Germany,Munich,Keyboard,Electronics,1500,1,2026-01-14
ORD10096,Destiny Morales,Germany,Munich,Monitor,Electronics,12000,4,2026-01-14
ORD10096,Destiny Morales,Germany,Munich,Cricket Bat,Sports,2200,5,2026-01-14
ORD10097,Ryan Bennett,USA,Boston,Keyboard,Electronics,1500,3,2025-10-11
ORD10097,Ryan Bennett,USA,Boston,AI Handbook,Books,1200,2,2025-10-11
ORD10098,Lisa Guzman,USA,Seattle,Chair,Furniture,2500,1,2025-07-21
ORD10098,Lisa Guzman,USA,Seattle,Football,Sports,900,1,2025-07-21
ORD10099,Jason Rodriguez,Germany,Frankfurt,Laptop,Electronics,50000,2,2024-12-25
ORD10099,Jason Rodriguez,Germany,Frankfurt,Cricket Bat,Sports,2200,4,2024-12-25
ORD10099,Jason Rodriguez,Germany,Frankfurt,AI Handbook,Books,1200,3,2024-12-25
ORD10100,Melissa Moore,Germany,Berlin,Jacket,Clothing,3500,1,2025-09-11
ORD10101,Steven Adams,USA,Boston,Table,Furniture,6000,1,2025-12-01
ORD10102,Anthony Gibson,UK,London,Mouse,Electronics,700,3,2026-03-11
ORD10103,Andrew Washington,UK,Manchester,Laptop,Electronics,50000,5,2025-07-15
ORD10103,Andrew Washington,UK,Manchester,Cricket Bat,Sports,2200,1,2025-07-15
ORD10103,Andrew Washington,UK,Manchester,Keyboard,Electronics,1500,3,2025-07-15
ORD10104,Christopher Brown,Canada,Toronto,Mouse,Electronics,700,4,2024-10-16
ORD10105,Erica Murray,UK,Leeds,Keyboard,Electronics,1500,1,2025-09-06
ORD10105,Erica Murray,UK,Leeds,Tennis Racket,Sports,3500,2,2025-09-06
ORD10106,Brian Martin,Canada,Calgary,Mouse,Electronics,700,3,2026-04-28
ORD10106,Brian Martin,Canada,Calgary,Sofa,Furniture,25000,4,2026-04-28
ORD10107,Lynn Williamson,Germany,Munich,Laptop,Electronics,50000,4,2024-11-27
ORD10107,Lynn Williamson,Germany,Munich,Table,Furniture,6000,3,2024-11-27
ORD10108,Mark Kidd,UK,Leeds,Tennis Racket,Sports,3500,3,2024-12-22
ORD10108,Mark Kidd,UK,Leeds,Jeans,Clothing,1800,3,2024-12-22
ORD10108,Mark Kidd,UK,Leeds,T-Shirt,Clothing,800,1,2024-12-22
ORD10109,Melanie Jones,India,Surat,Cricket Bat,Sports,2200,5,2024-08-02
ORD10109,Melanie Jones,India,Surat,Football,Sports,900,1,2024-08-02
ORD10109,Melanie Jones,India,Surat,SQL Book,Books,750,5,2024-08-02
ORD10110,Kelly Mitchell,USA,Boston,Jeans,Clothing,1800,2,2025-11-22
ORD10111,Judy Martin,India,Pune,SQL Book,Books,750,5,2026-06-07
ORD10111,Judy Martin,India,Pune,Sofa,Furniture,25000,5,2026-06-07
ORD10112,Christopher Hardy,USA,New York,AI Handbook,Books,1200,5,2025-02-10
ORD10112,Christopher Hardy,USA,New York,T-Shirt,Clothing,800,5,2025-02-10
ORD10112,Christopher Hardy,USA,New York,Cricket Bat,Sports,2200,2,2025-02-10
ORD10113,Anne Vaughan,Germany,Munich,Tennis Racket,Sports,3500,2,2025-08-14
ORD10113,Anne Vaughan,Germany,Munich,Python Book,Books,900,4,2025-08-14
ORD10113,Anne Vaughan,Germany,Munich,Python Book,Books,900,4,2025-08-14
ORD10114,Robert Cabrera,UK,Birmingham,Chair,Furniture,2500,2,2024-12-12
ORD10115,Nicholas Taylor,Germany,Hamburg,Sofa,Furniture,25000,3,2025-10-22
ORD10116,Natasha Diaz,UK,Leeds,Sofa,Furniture,25000,5,2024-11-20
ORD10117,William Mcdowell,USA,Chicago,Jacket,Clothing,3500,1,2025-05-17
ORD10118,Tina Hill,Germany,Hamburg,Tennis Racket,Sports,3500,1,2026-02-25
ORD10118,Tina Hill,Germany,Hamburg,Table,Furniture,6000,1,2026-02-25
ORD10119,Thomas Reid,Canada,Calgary,Tennis Racket,Sports,3500,2,2025-12-27
ORD10119,Thomas Reid,Canada,Calgary,AI Handbook,Books,1200,4,2025-12-27
ORD10119,Thomas Reid,Canada,Calgary,T-Shirt,Clothing,800,1,2025-12-27
ORD10120,Bryan Cuevas,Canada,Montreal,AI Handbook,Books,1200,4,2025-07-03
ORD10121,Joseph Chase DVM,India,Ahmedabad,Chair,Furniture,2500,5,2025-05-04
ORD10121,Joseph Chase DVM,India,Ahmedabad,Mouse,Electronics,700,1,2025-05-04
ORD10121,Joseph Chase DVM,India,Ahmedabad,Monitor,Electronics,12000,1,2025-05-04
ORD10122,Donald Harris,Germany,Hamburg,Chair,Furniture,2500,3,2024-12-31
ORD10122,Donald Harris,Germany,Hamburg,T-Shirt,Clothing,800,3,2024-12-31
ORD10123,Albert Dillon,Germany,Munich,Mouse,Electronics,700,3,2024-06-30
ORD10124,Courtney Harrison,India,Ahmedabad,Tennis Racket,Sports,3500,5,2025-02-05
ORD10124,Courtney Harrison,India,Ahmedabad,AI Handbook,Books,1200,3,2025-02-05
ORD10125,Robert Rich,USA,New York,Monitor,Electronics,12000,1,2025-03-04
ORD10126,Mark Gomez,Canada,Toronto,Jeans,Clothing,1800,1,2026-05-24
ORD10126,Mark Gomez,Canada,Toronto,Python Book,Books,900,4,2026-05-24
ORD10127,Ashley Reyes,UK,Leeds,Laptop,Electronics,50000,2,2024-07-04
ORD10127,Ashley Reyes,UK,Leeds,AI Handbook,Books,1200,4,2024-07-04
ORD10128,Robin Reed,UK,Leeds,Football,Sports,900,3,2024-09-09
ORD10128,Robin Reed,UK,Leeds,AI Handbook,Books,1200,2,2024-09-09
ORD10128,Robin Reed,UK,Leeds,Jacket,Clothing,3500,5,2024-09-09
ORD10129,Mrs. Diane Gaines DDS,India,Ahmedabad,Mouse,Electronics,700,1,2025-12-08
ORD10129,Mrs. Diane Gaines DDS,India,Ahmedabad,Sofa,Furniture,25000,1,2025-12-08
ORD10129,Mrs. Diane Gaines DDS,India,Ahmedabad,Python Book,Books,900,4,2025-12-08
ORD10130,Catherine Garcia,India,Mumbai,Table,Furniture,6000,3,2026-06-06
ORD10130,Catherine Garcia,India,Mumbai,Jacket,Clothing,3500,3,2026-06-06
ORD10131,Nichole Douglas,Germany,Frankfurt,T-Shirt,Clothing,800,5,2025-09-18
ORD10131,Nichole Douglas,Germany,Frankfurt,Mouse,Electronics,700,4,2025-09-18
ORD10132,Benjamin Thomas,UK,London,SQL Book,Books,750,3,2025-11-24
ORD10133,Karen Morales,Germany,Munich,Cricket Bat,Sports,2200,2,2025-11-11
ORD10134,Carmen Edwards,India,Delhi,Monitor,Electronics,12000,3,2025-07-10
ORD10134,Carmen Edwards,India,Delhi,Mouse,Electronics,700,3,2025-07-10
ORD10135,William Cook,India,Mumbai,Cricket Bat,Sports,2200,2,2024-09-23
ORD10135,William Cook,India,Mumbai,Python Book,Books,900,2,2024-09-23
ORD10135,William Cook,India,Mumbai,Monitor,Electronics,12000,2,2024-09-23
ORD10136,Deanna Kim,UK,London,Jacket,Clothing,3500,4,2025-03-17
ORD10136,Deanna Kim,UK,London,Jacket,Clothing,3500,1,2025-03-17
ORD10136,Deanna Kim,UK,London,Sofa,Furniture,25000,1,2025-03-17
ORD10137,Justin Perez,USA,Austin,Sofa,Furniture,25000,1,2025-08-20
ORD10137,Justin Perez,USA,Austin,Chair,Furniture,2500,5,2025-08-20
ORD10138,Chelsea Barnett,USA,Boston,Football,Sports,900,3,2024-10-14
ORD10138,Chelsea Barnett,USA,Boston,AI Handbook,Books,1200,5,2024-10-14
ORD10138,Chelsea Barnett,USA,Boston,Jacket,Clothing,3500,5,2024-10-14
ORD10139,Evelyn Walton,Canada,Montreal,Python Book,Books,900,5,2024-09-23
ORD10139,Evelyn Walton,Canada,Montreal,Table,Furniture,6000,3,2024-09-23
ORD10139,Evelyn Walton,Canada,Montreal,AI Handbook,Books,1200,5,2024-09-23
ORD10140,Daniel Nelson,USA,Austin,Laptop,Electronics,50000,2,2025-08-20
ORD10140,Daniel Nelson,USA,Austin,AI Handbook,Books,1200,1,2025-08-20
ORD10140,Daniel Nelson,USA,Austin,Cricket Bat,Sports,2200,5,2025-08-20
ORD10141,Courtney Whitehead,Canada,Calgary,Chair,Furniture,2500,5,2025-11-12
ORD10141,Courtney Whitehead,Canada,Calgary,Monitor,Electronics,12000,4,2025-11-12
ORD10142,Zachary Martinez,India,Mumbai,Jacket,Clothing,3500,2,2025-08-15
ORD10142,Zachary Martinez,India,Mumbai,Monitor,Electronics,12000,2,2025-08-15
ORD10142,Zachary Martinez,India,Mumbai,Cricket Bat,Sports,2200,2,2025-08-15
ORD10143,Jeffrey Rose,India,Pune,Python Book,Books,900,2,2026-06-01
ORD10143,Jeffrey Rose,India,Pune,Sofa,Furniture,25000,5,2026-06-01
ORD10144,Susan Guerrero,UK,Leeds,Table,Furniture,6000,5,2025-04-02
ORD10144,Susan Guerrero,UK,Leeds,SQL Book,Books,750,3,2025-04-02
ORD10145,Mr. Samuel Hahn,UK,Manchester,T-Shirt,Clothing,800,3,2025-06-27
ORD10145,Mr. Samuel Hahn,UK,Manchester,Jacket,Clothing,3500,2,2025-06-27
ORD10145,Mr. Samuel Hahn,UK,Manchester,Football,Sports,900,2,2025-06-27
ORD10146,Lisa Curry,UK,Manchester,Football,Sports,900,3,2025-05-19
ORD10146,Lisa Curry,UK,Manchester,AI Handbook,Books,1200,3,2025-05-19
ORD10146,Lisa Curry,UK,Manchester,Cricket Bat,Sports,2200,4,2025-05-19
ORD10147,Joseph Schultz,Germany,Berlin,SQL Book,Books,750,1,2026-04-20
ORD10147,Joseph Schultz,Germany,Berlin,Cricket Bat,Sports,2200,5,2026-04-20
ORD10148,Susan Oneal,Canada,Toronto,Sofa,Furniture,25000,3,2025-03-12
ORD10148,Susan Oneal,Canada,Toronto,Jeans,Clothing,1800,4,2025-03-12
ORD10148,Susan Oneal,Canada,Toronto,Jeans,Clothing,1800,1,2025-03-12
ORD10149,Susan Bowen,Germany,Berlin,Keyboard,Electronics,1500,2,2026-01-19
ORD10149,Susan Bowen,Germany,Berlin,SQL Book,Books,750,2,2026-01-19
ORD10150,Justin Smith,USA,Seattle,Monitor,Electronics,12000,3,2024-07-04
ORD10151,Brian Franklin,USA,Austin,SQL Book,Books,750,2,2025-10-15
ORD10151,Brian Franklin,USA,Austin,Football,Sports,900,2,2025-10-15
ORD10151,Brian Franklin,USA,Austin,Football,Sports,900,1,2025-10-15
ORD10152,Laura Rodriguez,Canada,Toronto,Football,Sports,900,2,2025-11-11
ORD10152,Laura Rodriguez,Canada,Toronto,Jacket,Clothing,3500,1,2025-11-11
ORD10152,Laura Rodriguez,Canada,Toronto,Table,Furniture,6000,1,2025-11-11
ORD10153,Penny Smith,Canada,Montreal,Football,Sports,900,1,2025-07-15
ORD10154,Emily Spence,USA,New York,Jeans,Clothing,1800,5,2026-04-27
ORD10154,Emily Spence,USA,New York,Cricket Bat,Sports,2200,3,2026-04-27
ORD10154,Emily Spence,USA,New York,Chair,Furniture,2500,2,2026-04-27
ORD10155,Lauren Lewis,Germany,Munich,Jeans,Clothing,1800,3,2025-11-06
ORD10156,Jasmine Diaz,India,Pune,Sofa,Furniture,25000,2,2026-02-12
ORD10156,Jasmine Diaz,India,Pune,Table,Furniture,6000,2,2026-02-12
ORD10157,Christine Black,UK,Manchester,Tennis Racket,Sports,3500,2,2026-01-20
ORD10157,Christine Black,UK,Manchester,Tennis Racket,Sports,3500,3,2026-01-20
ORD10158,Jeffrey Carr,Canada,Toronto,AI Handbook,Books,1200,5,2025-10-08
ORD10158,Jeffrey Carr,Canada,Toronto,Table,Furniture,6000,4,2025-10-08
ORD10158,Jeffrey Carr,Canada,Toronto,Jeans,Clothing,1800,2,2025-10-08
ORD10159,Jordan Robertson,Germany,Frankfurt,Jeans,Clothing,1800,4,2024-06-21
ORD10159,Jordan Robertson,Germany,Frankfurt,Tennis Racket,Sports,3500,5,2024-06-21
ORD10160,Chase Parks,UK,Birmingham,Keyboard,Electronics,1500,3,2025-12-01
